NAME,BEGIN,END,KWH_PERIOD
1088KO,01/07/2020,31/07/2020,2 099
1088KO,01/08/2020,31/08/2020,2 546
1088KO,01/09/2020,30/09/2020,2 434
1088KO,01/10/2020,31/10/2020,2 497
1088KO,01/11/2020,30/11/2020,2 416
1088KO,01/12/2020,31/12/2020,2 453
1088KO,01/01/2021,31/01/2021,2 448
1088KO,01/02/2021,28/02/2021,2 215
1088KO,01/03/2021,31/03/2021,2 452
1088KO,01/04/2021,30/04/2021,2 360
1088KO,01/05/2021,31/05/2021,2 494
1088KO,01/06/2021,30/06/2021,2 563
1088KO,01/07/2021,31/07/2021,2 659
1088KO,01/08/2021,31/08/2021,2 592
1088KO,01/09/2021,30/09/2021,2 475
1088KO,01/10/2021,31/10/2021,2 496
1088KO,01/11/2021,30/11/2021,2 426
0698BR,01/01/2019,31/01/2019,333 600
0698BR,01/02/2019,28/02/2019,320 126
0698BR,01/03/2019,31/03/2019,381 703
0698BR,01/04/2019,30/04/2019,392 819
0698BR,01/05/2019,31/05/2019,416 454
0698BR,01/06/2019,30/06/2019,432 776
0698BR,01/07/2019,31/07/2019,442 572
0698BR,01/08/2019,31/08/2019,446 987
0698BR,01/09/2019,30/09/2019,418 401
0698BR,01/10/2019,31/10/2019,420 548
0698BR,01/11/2019,30/11/2019,389 717
0698BR,01/12/2019,31/12/2019,373 212
0698BR,01/01/2020,31/01/2020,365 115
0698BR,01/02/2020,29/02/2020,370 212
0698BR,01/03/2020,31/03/2020,407 771
0698BR,01/04/2020,30/04/2020,416 651
0698BR,01/05/2020,31/05/2020,443 325
0698BR,01/06/2020,30/06/2020,456 325
0698BR,01/07/2020,31/07/2020,469 141
0698BR,01/08/2020,31/08/2020,477 503
0698BR,01/09/2020,30/09/2020,459 946
0698BR,01/10/2020,31/10/2020,465 616
0698BR,01/11/2020,30/11/2020,432 140
0698BR,01/12/2020,31/12/2020,429 326
0698BR,01/01/2021,31/01/2021,428 036
0698BR,01/02/2021,28/02/2021,405 517
0698BR,01/03/2021,31/03/2021,465 069
0698BR,01/04/2021,30/04/2021,482 568
0698BR,01/05/2021,31/05/2021,540 677
0698BR,01/06/2021,30/06/2021,548 525
0698BR,01/07/2021,31/07/2021,592 012
0698BR,01/08/2021,31/08/2021,593 585
0698BR,01/09/2021,30/09/2021,567 214
0698BR,01/10/2021,31/10/2021,559 251
0698BR,01/11/2021,30/11/2021,500 913
0615BB,01/01/2019,31/01/2019,902
0615BB,01/02/2019,28/02/2019,823
0615BB,01/03/2019,31/03/2019,916
0615BB,01/04/2019,30/04/2019,876
0615BB,01/05/2019,31/05/2019,913
0615BB,01/06/2019,30/06/2019,886
0615BB,01/07/2019,31/07/2019,919
0615BB,01/08/2019,31/08/2019,915
0615BB,01/09/2019,30/09/2019,891
0615BB,01/10/2019,31/10/2019,925
0615BB,01/11/2019,30/11/2019,893
0615BB,01/12/2019,31/12/2019,923
0615BB,01/01/2020,31/01/2020,909
0615BB,01/02/2020,29/02/2020,808
0615BB,01/03/2020,31/03/2020,854
0615BB,01/04/2020,30/04/2020,815
0615BB,01/05/2020,31/05/2020,841
0615BB,01/06/2020,30/06/2020,815
0615BB,01/07/2020,31/07/2020,842
0615BB,01/08/2020,31/08/2020,843
0615BB,01/09/2020,30/09/2020,815
0615BB,01/10/2020,31/10/2020,843
0615BB,01/11/2020,30/11/2020,815
0615BB,01/12/2020,31/12/2020,842
0615BB,01/01/2021,31/01/2021,841
0615BB,01/02/2021,28/02/2021,768
0615BB,01/03/2021,31/03/2021,861
0615BB,01/04/2021,30/04/2021,835
0615BB,01/05/2021,31/05/2021,850
0615BB,01/06/2021,30/06/2021,801
0615BB,01/07/2021,31/07/2021,827
0615BB,01/08/2021,31/08/2021,827
0615BB,01/09/2021,30/09/2021,802
0615BB,01/10/2021,31/10/2021,829
0615BB,01/11/2021,30/11/2021,801
1093KO,01/01/2019,31/01/2019,785
1093KO,01/02/2019,28/02/2019,706
1093KO,01/03/2019,31/03/2019,794
1093KO,01/04/2019,30/04/2019,797
1093KO,01/05/2019,31/05/2019,827
1093KO,01/06/2019,30/06/2019,913
1093KO,01/07/2019,31/07/2019,892
1093KO,01/08/2019,31/08/2019,913
1093KO,01/09/2019,30/09/2019,813
1093KO,01/10/2019,31/10/2019,816
1093KO,01/11/2019,30/11/2019,768
1093KO,01/12/2019,31/12/2019,782
1093KO,01/01/2020,31/01/2020,779
1093KO,01/02/2020,29/02/2020,730
1093KO,01/03/2020,31/03/2020,788
1093KO,01/04/2020,30/04/2020,845
1093KO,01/05/2020,31/05/2020,1 287
1093KO,01/06/2020,30/06/2020,1 564
1093KO,01/07/2020,31/07/2020,1 631
1093KO,01/08/2020,31/08/2020,1 652
1093KO,01/09/2020,30/09/2020,1 596
1093KO,01/10/2020,31/10/2020,1 754
1093KO,01/11/2020,30/11/2020,1 587
1093KO,01/12/2020,31/12/2020,1 627
1093KO,01/01/2021,31/01/2021,1 617
1093KO,01/02/2021,28/02/2021,1 466
1093KO,01/03/2021,31/03/2021,1 637
1093KO,01/04/2021,30/04/2021,1 598
1093KO,01/05/2021,31/05/2021,1 685
1093KO,01/06/2021,30/06/2021,1 739
1093KO,01/07/2021,31/07/2021,1 822
1093KO,01/08/2021,31/08/2021,1 752
1093KO,01/09/2021,30/09/2021,1 643
1093KO,01/10/2021,31/10/2021,1 651
1093KO,01/11/2021,30/11/2021,1 569
1911BB,01/01/2019,31/01/2019,577
1911BB,01/02/2019,28/02/2019,521
1911BB,01/03/2019,31/03/2019,576
1911BB,01/04/2019,30/04/2019,560
1911BB,01/05/2019,31/05/2019,576
1911BB,01/06/2019,30/06/2019,575
1911BB,01/07/2019,31/07/2019,588
1911BB,01/08/2019,31/08/2019,591
1911BB,01/09/2019,30/09/2019,860
1911BB,01/10/2019,31/10/2019,1 530
1911BB,01/11/2019,30/11/2019,1 769
1911BB,01/12/2019,31/12/2019,1 827
1911BB,01/01/2020,31/01/2020,1 828
1911BB,01/02/2020,29/02/2020,1 708
1911BB,01/03/2020,31/03/2020,1 826
1911BB,01/04/2020,30/04/2020,1 775
1911BB,01/05/2020,31/05/2020,1 835
1911BB,01/06/2020,30/06/2020,1 794
1911BB,01/07/2020,31/07/2020,1 861
1911BB,01/08/2020,31/08/2020,1 866
1911BB,01/09/2020,30/09/2020,1 781
1911BB,01/10/2020,31/10/2020,1 812
1911BB,01/11/2020,30/11/2020,1 706
1911BB,01/12/2020,31/12/2020,1 742
1911BB,01/01/2021,31/01/2021,1 743
1911BB,01/02/2021,28/02/2021,1 576
1911BB,01/03/2021,31/03/2021,1 747
1911BB,01/04/2021,30/04/2021,1 681
1911BB,01/05/2021,31/05/2021,1 723
1911BB,01/06/2021,30/06/2021,1 701
1911BB,01/07/2021,31/07/2021,1 768
1911BB,01/08/2021,31/08/2021,1 747
1911BB,01/09/2021,30/09/2021,1 676
1911BB,01/10/2021,31/10/2021,1 709
1911BB,01/11/2021,30/11/2021,1 649
